pool_name,pool_address,pool_data,total_liquidity
SD/MaticX (0.3%),0xB97c62834e096858BD0B996b758942dd43d7B5eE,"[((b'\xd8\x8683\x1e\x06@\x93G\xe1\xa8\t\xf8\xb5\x16\xdb\xedA\x96\xfa\x85\xc5\xc5\x00_\xa7\xe0\x9f\xd2\xd5l\xfc', '0xB97c62834e096858BD0B996b758942dd43d7B5eE', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 338046281117174241477, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x1d734A02eF1e1f5886e66b0673b71Af5B53ffA94', 18, 'SD', 4579924755012729875393), ('0xfa68FB4628DFF1028CFEc22b4162FCcd0d45efb6', 18, 'MaticX', 1068553811760041326329), 'oRETRO', 18)]",4221.34
stERN/ERN (1%),0x99583057951987beD85CE6934473160bFD4921b9,"[((b'\x07C\xb2\x85\xdb\xb3\x99\xf4\xe5g\xe8\x8a\x84\xd0\x9c\xd0\\\xd8/\\\xcf\xa9*\x81\xddT\xab\x12X\xf3\x15\xb0', '0x99583057951987beD85CE6934473160bFD4921b9', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 13462097132926230162450, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x281c4746c902A322B9A951F07893AC51a7221Acc', 18, 'stERN', 94078400772429458120110), ('0xC3a9a54c043f348027fffAac0F2F996123A19bF4', 18, 'ERN', 126242800806735910449097), 'oRETRO', 18)]",218696.33
WMATIC/LUCHA (0.3%),0x52BeedA850A7048e9D543668BF54E0d9E1B667E0,"[((b'9\x17\xa8\xd5\xa8\xd9\x8d\xfc\x82\xe8GlX\xdaH\xdaK\xca\x1b\xec\xaf\xc3\x94r\x82\xee)\xcad\x02X\xe0', '0x52BeedA850A7048e9D543668BF54E0d9E1B667E0', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 119400196757673488628, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 521284810945718316798), ('0x6749441Fdc8650b5b5a854ed255C82EF361f1596', 18, 'LUCHA', 28158925774986381614776), 'oRETRO', 18)]",976.1
LUCHA/WETH (0.3%),0x13136EA148331a07497087bfc31fBCcD9b99123c,"[((b'Z\xdc\xb8\xa7\xe0\x9f\xf3vQ\xd96lJv\xd0q|4\xe1\xe814\xdf\xe5\x17\x8a\x18\x97\x95\x8b\x1d7', '0x13136EA148331a07497087bfc31fBCcD9b99123c', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 2734992177613826362873, [], [], 2500, 5000, 2500, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x6749441Fdc8650b5b5a854ed255C82EF361f1596', 18, 'LUCHA', 796210109384808475644886), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 3513138194356751802), 'oRETRO', 18)]",23479.61
JRT/WETH (0.3%),0xAE107e52ebdF151E61d9Fb4Bd800C86c31741465,"[((b'\n\xbb\xcc\x1c*\xac\xa5G\xd3^\x13\x05\xe1\xf3dD^\x92\xb0\x9e<\x193\xedXT|C\xdd>\x06m', '0xAE107e52ebdF151E61d9Fb4Bd800C86c31741465', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 11711304626343052324845, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x596eBE76e2DB4470966ea395B0d063aC6197A8C5', 18, 'JRT', 6428363891895923973248077), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 5331559389638613830), 'oRETRO', 18)]",60248.81
axlLqdr/CASH (0.3%),0x22c10e61A05a03bcd8BF61a7E648f2330ecdA270,"[((b'g#\x00\x16\xa87i\xc63V\x01\xe7`\x8d\xe3\x8f\n\xe8\xec\xd2\x83\xafai\xc3\r\xa7\x94u\x00\xdb\xd8', '0x22c10e61A05a03bcd8BF61a7E648f2330ecdA270', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 12335709126261786091000, [], [], 0, 7000, 3000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0294D8eB7857D43FEb1210Db72456d41481f9Ede', 18, 'axlLqdr', 70562849446519298539278), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 18140650137985609835033), 'oRETRO', 18)]",40692.45
XOC/jMXN (0.01%),0xccE01e3615785771b84Eb5F88EC612AC6704FdE2,"[((b')&\x91\x1d\xb5w2\x8d\xfd\xa1\x92\xd5\x07x\xe1{7=\x9c\x17\xa5|\xac%\x88}\x03\x8b\xf9\x91\xae\x9b', '0xccE01e3615785771b84Eb5F88EC612AC6704FdE2', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 49294206525033543304, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 100, ('0xa411c9Aa00E020e4f88Bc19996d29c5B7ADB4ACf', 18, 'XOC', 29770127957262509914984), ('0xBD1fe73e1f12bD2bc237De9b626F056f21f86427', 18, 'jMXN', 14929344842526105102068), 'oRETRO', 18)]",2614.02
ICHI/CASH (1%),0x8ceD58A2dE3C2ea5D3cED3eb4331158c8cf985Fb,"[((b'\x1e\xba\x9b\x90\x00\xa0\x10\xe9S\x81\xb6\x94\x13\x07\x8an\xa7\xdfB]\xdf\x19\x911""\xc6\xe8\x91s0Ov', '0x8ceD58A2dE3C2ea5D3cED3eb4331158c8cf985Fb', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 6082701683682561421742, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6', 18, 'ICHI', 83494707298070143515935), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 20541423267714585220099), 'oRETRO', 18)]",158278.58
CASH/STAR (0.05%),0x88C522E526E5Eea8d636fd6805cA7fEB488780D0,"[((b'\xf1\xdc\xb9\xf2\x87\xe8\xe0\xf4m\xca\x14\xfa\x97\xda\x9007\xa0V\xdd\xf3\xb7>\xf6\xf1gB\x82L\x97w,', '0x88C522E526E5Eea8d636fd6805cA7fEB488780D0', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 25179968697984857101098, [], [], 100, 100, 9800, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 500, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 463074495862180517503098), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 41325225234867021912912), 'oRETRO', 18)]",503413.07
USDC/STAR (0.01%),0x6De0CA91Ef19A6ce9f02A423ae2dF89Fe09Bff0F,"[((b'\x01\x9e\xe3\r\x13t\xdf_8T\xbcq\x86\xf6f\xc1t\xbe\x9f\x18#\xfan\xacl_\x01n\x87S\x0e\x18', '0x6De0CA91Ef19A6ce9f02A423ae2dF89Fe09Bff0F', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 23322425484284151756543, [], [], 100, 100, 9800, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 100, ('0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 6, 'USDC', 337750944321), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 142864599167117337714616), 'oRETRO', 18)]",478996.15
tUSDC/CASH (1%),0x4FcdB2DCc4Ce156c723aD541dba8B39d47284FC5,"[((b'1\x83!8\x91`]\xc5\xe8Si\xd4]\x1e\xee*\x10l\xb9\x95-_\xbc\xe5\x01\xd5\xe0j\xde\xd0I\x8d', '0x4FcdB2DCc4Ce156c723aD541dba8B39d47284FC5', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 6354115241056003892654, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0D397F4515007AE4822703b74b9922508837A04E', 6, 'tUSDC', 14829169482), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 37570041971752425241688), 'oRETRO', 18)]",52657.39
WBTC/CASH (0.3%),0x2C8F7d92Dc7A414D343CbFB687E31a11F525d29e,"[((b'C\xd3\xd1Zm\x1e\xd9<IO8\x0c\x19y\x11\xd3)\xba\xc1\xce?\x8a\x1d\x02\xb1\xd71`>\x8a\xcb\xd2', '0x2C8F7d92Dc7A414D343CbFB687E31a11F525d29e', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 421020860666372311709, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6', 8, 'WBTC', 4580344), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 4902549078759349670529), 'oRETRO', 18)]",6599.26
WMATIC/DEUS (1%),0xB5cB765e44Eca4bc5a434fFaf6Bf7De235Bc60a5,"[((b""]\xa3\xb9\xfbP\x85#\x01i+\xd3;\x86\x0b\xd9\x94rI\x17\x84\xa1t\xb8+O\x02:\xc2\xb8'\xa5+"", '0xB5cB765e44Eca4bc5a434fFaf6Bf7De235Bc60a5', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 5929657289257500379083, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 12941918145964575651557), ('0xDE5ed76E7c05eC5e4572CfC88d1ACEA165109E44', 18, 'DEUS', 208853279905372766192), 'oRETRO', 18)]",16768.7
CASH/TAROT (0.3%),0x217aEb0667b79584FBf6265B74a8cD22E1245fdC,"[((b'E\xda\x88sA\xd7\xbfr|\xc0\xd6@\xea\xbc\x05\x94\x90/I\xad\x0e\xb8,/\xe4:P{\n\xe5\xdd\xab', '0x217aEb0667b79584FBf6265B74a8cD22E1245fdC', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 69434661794793337099, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 293380283056029567528), ('0xb092e1BF50f518b3Ebf7eD26A40015183aE36AC2', 18, 'TAROT', 9683881523731946595774), 'oRETRO', 18)]",636.21
CASH/fxDOLA (0.05%),0x4b4B895a0dD744B4893aA4370A8F7eDbde5Fd90e,"[((b'!\x00\xc4\xf1\x9b]ic3\xa8H\xcc\xbf\x8e\x19o\xb4\n\x1a\xa2\xb4E5U~\xf5\x1d\xbf\xb1^\xc1\x87', '0x4b4B895a0dD744B4893aA4370A8F7eDbde5Fd90e', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 21162711258464939964732, [], [], 2000, 6000, 2000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 500, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 6453992353748844741084), ('0xbC2b48BC930Ddc4E5cFb2e87a45c379Aab3aac5C', 18, 'fxDOLA', 142227821010045276675752), 'oRETRO', 18)]",148017.0
RETRO/liveRetro (1%),0x6333BB8b6f1DDa6f929d70eDEB9e31c8148dC9ef,"[((b'\x97\x15\xb7\xa3\xa4\x88\x7fn\xb1+\xf6|\xd8f\x85*\xe2r\xe0\xcf\xda\xc4\xc6\xa7\xc5P\x93\xb7s\x1c\xbc\x1c', '0x6333BB8b6f1DDa6f929d70eDEB9e31c8148dC9ef', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 55228350106039893466624, [], [], 7000, 0, 3000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0xBFA35599c7AEbb0dAcE9b5aa3ca5f2a79624D8Eb', 18, 'RETRO', 712453906539236629637217), ('0xCaAF554900E33ae5DBc66ae9f8ADc3049B7D31dB', 18, 'liveRetro', 221527082991384959811775), 'oRETRO', 18)]",65000.29
MVX/WETH (1%),0xCC72276de3BCc1b159F1B60A86B0211116022B42,"[((b'\xcd\x03\xaf\\\xbaD\xa6\xd0\x1em\xc0gw\xb7\x1c\xc2\xbf-g?R\x06\xc7V\xba\x9al6\x11=6\x17', '0xCC72276de3BCc1b159F1B60A86B0211116022B42', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 149044829654880501571, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x2760E46d9BB43dafCbEcaad1F64b93207f9f0eD7', 18, 'MVX', 309915291021342425129), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 135811777987622638), 'oRETRO', 18)]",653.16
WMATIC/elRETRO (1%),0x6794Db07e2efE1307b8594FBbBFad78E50eC76fa,"[((b'\xa0[\xd0\x1c#\xe8Wj\x1d\xea\xf2\xbb4]\x98c,\xe5\x94\xa6\x1f8\xbe\xac?k>\xf3\xe3j\xe8w', '0x6794Db07e2efE1307b8594FBbBFad78E50eC76fa', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 3821767113459556411629, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 5791656422584885022207), ('0xFAB311FE3E3be4bB3fEd77257EE294Fb22Fa888b', 18, 'elRETRO', 37886599970956276736761), 'oRETRO', 18)]",6264.55
OATH/WETH (1%),0x0c74834d67c4bf5e6a44D18b2BAc767cddB4CdBf,"[((b'\xb4<Y\x805\xe9\x89\xf7\x9e\xadQ\x05mL&\xfcZ\x00\xf4\xa1\xa5\xed\xed\xf5N\x9f}}^/e\x88', '0x0c74834d67c4bf5e6a44D18b2BAc767cddB4CdBf', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 882870510450116661916, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x7c603C3C0C97a565cf202c94AB5298bF8510f7dc', 18, 'OATH', 98418197497075638195977), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 4008550028104831634), 'oRETRO', 18)]",12175.67
USDC/fxDOLA (0.3%),0x896ffE2cd28Ba13ddDa98103a3B66E82bb36BeE3,"[((b'Ef\x01A?{\xf6\xbc\x1e\x8eU\xa2\x93<\xce\x84C/\xbd\x15\xba\xa2\x9a\xf6W\xc1\xd5\xd5\xc4l\xf3\xfb', '0x896ffE2cd28Ba13ddDa98103a3B66E82bb36BeE3', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 17139558135779379991579, [], [], 2000, 6000, 2000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 6, 'USDC', 44321176519), ('0xbC2b48BC930Ddc4E5cFb2e87a45c379Aab3aac5C', 18, 'fxDOLA', 76750784158419426457213), 'oRETRO', 18)]",120655.56
USDC/FRAX (0.3%),0x091236A16952BC9e4bB817FFA7aB40263183f658,"[((b'r\x94\x1d\xb20i\xb9_\xe4\x12d\r\x16\n\xcc\x0e\xd4\xe6\xef[\x16\\\x94O\x01\xc0_\x0b\xdc\xf0\xfa\xeb', '0x091236A16952BC9e4bB817FFA7aB40263183f658', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 15048008620929812917259, [], [], 3000, 3000, 4000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 6, 'USDC', 65979144131), ('0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89', 18, 'FRAX', 111567692607853886935355), 'oRETRO', 18)]",177224.51
WBTC/USDC (0.3%),0x459F42C788E6F8faCe4854DDD59C81a6Ad8BB1Aa,"[((b'\x0c\x93\xa9U\xe5\x89~\xad\xb4\xda\xe4\xc2\xf1\x01\xc5\x80g\xbf\xe6\x01\xe5={g\x1240\x94u\x12\xfba', '0x459F42C788E6F8faCe4854DDD59C81a6Ad8BB1Aa', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 33524801743783550357309, [], [], 7000, 0, 3000, 1700092800, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6', 8, 'WBTC', 641093853), ('0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 6, 'USDC', 91953694516), 'oRETRO', 18)]",330278.71
